id,word,clase
000efb91e8a57c4e6b71ef98ca096ff0,if you are looking for a good quality motorola headset keep looking this isnt it,0
0042f97d56b3538a1c37114faf6561cb,this is a great product sure beats using your fingers,1
00df50d00df8572ce502be9790dd3920,made very sturdy,1
01031956db695322903e2dc8a6b443d3,these headphones were a great find  and i think they are perhaps the best purchase ive made in the last several years  seriously,1
0115940e28127643551916b41228f6dc,better than youd expect,1
015f1e5a74909c6a719b595f3b90c175,im still infatuated with this phone,1
017e1498be789d9a689204f84133f60e,i have always used corded headsets and the freedom from the wireless is very helpful,1
01bdfe073633605efd4bf4733580bf30,it did not work in my cell phone plug i am very up set with the charger,0
024c7e102277120baa7ac0fafb5b5cf6,im returning them,0
02f320dfdff7d80e0b2b521ef6b9f3f4,i did not bother contacting the company for few dollar product but i learned the lesson that i should not have bought this form online anyway,0
02fc4a4dbac596270d011fc4a5b8f84d,the plastic breaks really easy on this clip,0
03a22d03e78475053dd756749348e290,i was not happy with this item,0
04445e2b3ce53af1012cdb221be49888,worthless product,0
04988ec7efd65b81f855fc47b3cfa19c,clear skype calls long battery life long range,1
05339e6807f40ed5787bc20397d91062,cumbersome design,0
059f1048ec117205ab2565a121a2ae58,how stupid is that,0
05b1a9209548811feba151452654e342,overall i am psyched to have a phone which has all my appointments and contacts in and gets great reception,1
0699471bc5f4ecbe7f029d87ba3f4cea,it fits so securely that the ear hook does not even need to be used and the sound is better directed through your ear canal,1
06c06524f6e59da4d3369fd6a390b66b,awesome device,1
06dda7216481136b7e66619ae3c9c1d3,plantronics bluetooth excelent buy,1
06e8b41d917e3559aca31bed14333f59,i have 23 bars on my cell phone when i am home but you cant not hear anything,0
06f6bd766e05d988d39474829ef8deb4,this is a great phone,1
0722cdc65423abf11c44aed6a9c4fb24,good price,1
0758b8d41fb2be50a70f96f6ffea6d49,doesnt work,0
07e82d25a5de287166f09613777ac026,everything about it is fine and reasonable for the price ie,1
07f5f02dd8569bcb1e1ae07b6f300de1,this product is great it makes working a lot easier i can go to the copier while waiting on hold for something,1
080a966b2c6ed1100c01dcf110ed34d7,setup couldnt have been simpler,1
0871a20a68982f2c2c7cc52e344b6c3e,it is well made easy to access the phone and has a handy detachable belt clip,1
09319671c4e9b48ae7b7a9dc116acf34,good case,1
097f119d771f8117bb7399bd3906e42d,fantastic earphones,1
0994d6962986f14aee9cad416a96b1e9,also if your phone is dropped this case is not going to save it specially when dropped face down,0
09d91330339601b3517d5737f8d6c440,ive owned this phone for 7 months now and can say that its the best mobile phone ive had,1
0a15b96e72f8f8d26d0e8198792a508c,mobile phone tools are a must have,1
0a16719d4f05be55eefe2c9436f2f40f,product is exactly as described,1
0b6399a93a5ca35d0f8642ec511fdacc,i love this phone,1
0b87d4e57ba7556235526138aa3df2de,i used bitpim a free program you can find on the internetto transfer data to the phonethe price of the cable was excellent,1
0bb10804692e17369972713ab729cc2f,it is super charged up for use as a small hybrid palmtopcameracellphone and excels in those roles,1
0cb74db924866f05c92bf6ce2ec8f93f,the screen size is big key pad lit well enough and the camera quality is excellent for a camera phone,1
0ce3f0d493abaaeaac0482c1aebb90f6,very good quality though,1
0d17d92651c78c44681ee2263b7e7e71,this pair of headphones is the worst that i have ever had soundwise,0
0d5bcce8d42c9cb61138154d020cea78,the instruction manual is lacking,0
0d9a4529c72a51646325b5ec4429b3db,it worked very well,1
0df5cbfebc359360c73c6c9aef979d7c,it felt too light and tinny,0
0e139145ccee1b35f26f8155d0527f9d,the nano stated itmy son was dissapointed,0
0e68ecfd51f33c0c73039bca05108e52,authentic leather with nice shine and comfort i recommend you this case ,1
0e87ced1327276df146a9ce610ca2c5e,ill be looking for a new earpiece,0
0ebda1552a29166eccc5d9e9b2929475,very disappointing,0
0ec1501742bb9ae8481c785d81c63785,this is simply the best bluetooth headset for sound quality,1
0eca943ec14705f30713e7fc260b92a2,will order from them again,1
0ecac37f82a887cff807510f38678792,the buttons for on and off are bad,0
0f20c61d851f29e5bf971e14ca21c275,does not work,0
0f57774c5ee26a46720e2d6d84d0c2f2,i would recommend this,1
0f6087b3500f539f322ac6bc5cf44b68,the sound quality for the device is unacceptableunless you are in a really quiet area you almost hear nothing,0
0f7425d80b051ee75229fb6ed0596507,i didnt want the clip going over the top of my ear causing discomfort,0
0f864a0e195cd6d773d8b04d45e3dc6b,used and dirty,0
0feb0888ba6ae13db0a1550757b76341,works well,1
101f0ae1419ed5a04de13237ecb2bce7,not only did the software do a great job of this i could also make my own ringtones form my existing cds without an internet connection,1
107f253b9f1c0e1c10ad99aaa4d6a8ff,sound quality on both end is excellent i use headset to call my wife and ask my wife to use headset to call me 2,1
10bb419fa6055b85209177cd72def071,1 it works  2 it is comfortable,1
1110da612e6492dba02a3179a8381b96,the company shipped my product very promptly and it works well,1
113d63eec93fd00e22c0ad3ec310389c,waste of money,0
1178bb60e2cf0d1fd7bbacb419779acd,great headset very impressed  h500,1
1183c9e34e131d5ad4cf8b32c6131a05,love this phone,1
11988c796ac660d42cac0cdcb4b00684,this phone tries very hard to do everything but fails at its very ability to be a phone,0
11f0f86f4477410bfd7be4270add59f3,tied to charger for conversations lasting more than 45 minutesmajor problems,0
121d8a21d8a8e4f2892af97ec45a5a02,only had this a month but its worked flawlessly so far,1
1292a4e58cf37a46d37868d84a3d3ef7,not good when wearing a hat or sunglasses,0
13126ed947c3d8ebde1a2dd497fe1ebd,i got the car charger and not even after a week the charger was brokeni went to plug it in and it started smoking,0
1359a7918e8d0ead7bcdeaf8e1d27dba,the real killer is the volume and of course it breaking,0
137dd47a5b0739da557e351e83b5fcbb,a lot of websites have been rating this a very good phone and so do i,1
13af4a757d1a7c9e08c992df68447055,useless phone simply deaf,0
13b39d16434c4299b5f45391b599bfc2,the voice recognition thru the handset is excellent,1
13fa454e302ac61c88c7bad539c0e348,bluetooth range is good  a few days ago i left my phone in the trunk got a call and carried the conversation without a hitch,1
140150c0fcd6c6bd82667890501474a7,the jabra eargels fit my ears very well,1
143913695a76ffcbd6d1b0746c244664,the picture resolution is far below what other comparablypriced phones are offering today,0
143e0993c2e05b9be3ffa25e150445d1,it has kept up very well,1
14fcac55bce65513ae1985177dc940f8,this case has passed the one year mark and while it shows signs of wear it is 100 functional,1
151230d61972f9b0619e612d79cf9cff,ive tried several different earpieces for my cell phone and this jabra one is the first one ive found that fits my ear comfortably,1
154c8903515b86cb1a6fa5be76d091aa,i came over from verizon because cingulair has nicer cell phones the first thing i noticed was the really bad service,0
154cc5fbf6c4c941a18bea8f9380928b,disappointing,0
1563b737d3b6884753dd2928f8103400,works like a charm it work the same as the one i got with the phone,1
15e3d64874d0ff636da3a48621b53869,battery life is real good,1
169339d7ee0ec49e1a4255c16bf44c5a,comfort for our whole family,1
1702fc9e4dfc31d2da433c2424619f54,its not what it says it is,0
178a011f53cd29014c48cdd6ebc86bf0,first of all it doesnt wear well,0
17a4e5e6095a571a5f808197650f2fff,even in my bmw 3 series which is fairly quiet i have trouble hearing what the other person is saying,0
17a65615c561106c00a6b8fca65ec2a8,still waiting im sure this item would work well if i ever recieve it,0
17b70bbd9dad589ec17c7435162495d4,i even dropped this phone into a stream and it was submerged for 15 seconds and it still works great,1
1921e4ca8cbb9e38cece13887bafb628,i got it because it was so small and adorable,1
1933266bee4453ed94cde86a0982aa11,it was quite comfortable in the ear,1
196584ea17a63be42dc7a56ffef755d3,i would not recommend this item to anyone,0
19978f0882573b106a8d9188c02219d6,i recently had problems where i could not stay connected for more than 10 minutes before being disconnected,0
19b96e44205a325f135252cd633778e2,everything about this product is wrongfirst,0
19be8241848496451d20aa1bc8531ade,this product had a strong rubberpetroleum smell that was unbearable after a while and caused me to return it,0
19bed5b3bd8f4654637f149e649ea735,does not work for listening to music with the cingular 8125,0
1a833ead8e57e9352eefe4e9ac16cd8a,five star plus plus,1
1b4081741db39342489751c47e379230,those phones are working just fine now,1
1b55d27e4580195df375bc83f676c496, comes with a strong light that you can use to light up your camera shots and even flash sos signals seriously,1
1b715569d1246e052de71b3543b743e8,but when i check voice mail at night the keypad backlight turns off a few seconds into the first message and then im lost,0
1b80060b3f5de9a302dcc104891ce4f8,oh the charger seems to work fine,1
1bfe1079359027e411e25681506ceda9,ive also had problems with the phone reading the memory card in which i always turn it on and then off again,0
1c7487b5952e12aa9e2b99fe55c3f096,linked to my phone without effort,1
1c93ddc873f7a834511bacd10cf3518e,i got this phone on reccomendation from a relative and im glad i did,1
1d9ad0d3e6d77255b49ef4e0e279fd9a,lately they have been extremely nice and helpful on the phone,1
1db78a9729ad54ee83754b44c92f529e,great case and price,1
1e8f6b2e80f7dbd66a274635c2333b2e,now i know that i made a wise decision,1
1ea0d9ad970c77fbd4068b5beea5f95d,thank you for such great service,1
1ee7b2479be55a9eab878cb583532e5a,the noise shield is incrediable,1
1eea4cb81c6a0d2a91f6035ce5719ab9,it is unusable in a moving car at freeway speed,0
1efeb818979e861a81517f4b98c17a63,unfortunately it did not work,0
1f7cd776d720da3e96d12351045147c2,treo and tmobile refused to replace it again and forced me to buy another phone without any kind of upgrade discount,0
1fb0d1977fff73a9694a5c132fa8ebde,talk about useless customer service,0
1fd3feebb9b351314126f83935f21ac5,any ring toneoverall good phone to buy,1
20093d62ccf204fbd8cbb7dd8d128df6,happy so far,1
207655924e76b9b1e3fff12455dcb7fa,i especially love the long battery life,1
20fc1cac40350136d4d397a8a39539a7,as many people complained i found this headsets microphone was very weak,0
2132020c351431d9c7f925ee7d9c322d,i highly recommend this device to everyone,1
214d89e138306d42b9e07e8f43e89017,i would highly recommend this,1
217d89585e31fbbe7334713b1ec556a5,i love this thing,1
226bd1361e93a38f306e107b795d2ab1,none of the new ones have ever quite worked properly,0
22fa2bef6a3b3d1670dd285ec7648eb2,but it is great i would really recommend it,1
23987d9689127ff08e14cce590971d94,the replacement died in a few weeks,0
23ae41b1302c6cfb707433ce08dcb226,it was that loudglad to say that the plantronics 510 maintains a flawless connection to my cell and with no static during normal use,1
23d2ea38fc3f2229d527535025be1357,i was hoping for more,0
23e6a206a21451c911a18b5a2da173a2,i was amazed at the quick arrival of the two original lg cell phone batteries and and at a fraction of the price,1
240dd0d538625275f7308f6617de32a1,never got it,0
241654afbaeea945f22edd24f475e243,i bought this phone as a replacement for my startac and have regretted it since,0
2417e29a32efbaebccd0f5b4a5d494e7,dont waste your money,0
2417e29a32efbaebccd0f5b4a5d494e7,dont waste your money,0
2417e29a32efbaebccd0f5b4a5d494e7,dont waste your money,0
243174b0a7e5254549b05e7d88c7a85b,the update procedure is difficult and cumbersome,0
247d6c5df2a8256d79c10ad9c3e1dcde,this fixes all the problems,1
253bf994140064ba72c9e9f6a4971965,i have to jiggle the plug to get it to line up right to get decent volume,0
2565d70417c8b4b8155e27442ac19e58,much less than the jawbone i was going to replace it with,1
2591b23e4f8258e55eccba83e55df7be,i give wirefly 1 stari will contact cingularatt and inform them of this practice,0
25a2836a14fcae0bcc524343f4b26676,great software for motorolas,1
25a89491677c02b42dbc37ed7cb67e1d,works great,1
25a89491677c02b42dbc37ed7cb67e1d,works great,1
25a89491677c02b42dbc37ed7cb67e1d,works great,1
25a89491677c02b42dbc37ed7cb67e1d,works great,1
25f0c5e626563862ca9777959e982823,cant get the software to work with my computer,0
26dbfd6cf0714d64c3278e758f953bea,the plug did not work very well,0
2722df72d6de28502d7c9268310df640,this is a great deal,1
2722df72d6de28502d7c9268310df640,this is a great deal,1
281ba77eacc2a593b6933385f0c8556e,reception is terrible and full of static,0
283165d1cb7b3265a4c963bc7319ef04,the delivery was on time,1
286609840997648dd9546ffd005f5332,excellent hands free tool,1
28b0b4dc2e3e7813f928f58e56a7160c,however the ear pads come off easily and after only one week i lost one,0
29393deecc79e4629d7376bfaf2aca72,1 long lasting battery you dont have to recharge it as frequentyly as some of the flip phones2,0
294d8ee689e46aa01beac71c386212c4,good quality,1
297f0ba856ffeb06468b52c10209edb2,disapointing results,0
29a14e2b8630d30117f4f5ecf2531d17,great hands free device,1
2a7779b0b81a7cc8463ede36196d6bf5,i love this cable  it allows me to connect any miniusb device to my pc,1
2accf17ba9cf0a1bf6cf90cd3d3cdbb2,would recommend this item,1
2b47d0f57faa5b35e0b84d85c4462828,the eargels channel the sound directly into your ear and seem to increase the sound volume and clarity,1
2bb71d6a74d166cf3730e46df691da03,buy a different phone  but not this,0
2bb83786736a87beaa72fdefa7a8d26e,portable and it works,1
2c172f9ca1bc01f7a16479dd0d4a0f34,it is very comfortable to wear as well which is probably the most important aspect about using a case,1
2c6a5948f7c6e72e85934ec60679f966,i am more than happy with this product,1
2c73dd8b3b9800b166c0a200a973954a,this is by far the worst purchase ive made on amazon,0
2c9da16b033fcd3baf0d34be602c2bad,disappointing accessory from a good manufacturer,0
2cd85278cec451d9fc1d531920a669ed,item does not match picture,0
2d0ea10ad03a0118094ebb7c63888f5d,you cant beat the price on these,1
2d1d08f3dbaaaa0e0f96eed6fb521f48,i bought these hoping i could make my bluetooth headset fit better but these things made it impossible to wear,0
2d4b3e8fe12ab755f9378fa1e5d888eb,if you hate earbugs avoid this phone by all means,0
2d810fd840aeedf2792b3fdaa8087176,the phone gets extremely hot,0
2dd612a19b3040bbdb359af1f423f0c0,works good,1
2e1e366b3f1fdbcac46cdb5bbe583dca,doesnt hold charge,0
2e3d23977b69670729e14c5506ef2dc7,the case is great and works fine with the 680,1
2e8b380662c850c78c164d8a08fcfa6e,this is infuriating,0
2e8e1927a400f13a986933033b924724,worst phone ever,0
2f0eacd61126b59c2321aa48f81dffa6,phone now holds charge like it did when it was new,1
2f43b536198f8e8592fa636ead41530a,the only very disappointing thing was there was no speakerphone,0
2fbac3724c64f5e55536e1cb7dc7b373,this item is great installed it let it charged up overnite and it has been working good every since with no problems,1
2fef24250c29bb716c2877f015b15a68,really pleased with this product so far,1
30b353b4658370b8f7cc41ceec1c5f8f,bad reception,0
30b4cbe83243ce09c75b8776cb1a7019,but it does get better reception and clarity than any phone ive had before,1
30ca2e33d42cef16c33d9ea59604ed4b,i gave it 5 stars because of the sound quality,1
311d92468ee377d88abaa87b009ad2a4,worst customer service ever,0
31b4570afabce9eeaaa9745285a2af16,piece of trash,0
31e5b4160f314e70348dedcc930d4182,setup went very smoothly,1
31f1a406e1c87dd7f712e9569e51ccfa,i wear it everyday and it holds up very well,1
32424c50643eb55d6780aefbd9333e85,im really disappointed all i have now is a charger that doesnt work,0
3281a3a9ee8bbab1a6c1e88aacfdd0b9,great product and price,1
32cdb2ac4355f6234e16375f5919a5d3,none of the three sizes they sent with the headset would stay in my ears,0
32e2bee6aa628da6fc2e021545c41c5f,krussel always good,1
3372691833de8906f72bcbe7a067639f,does not charge the cingular att 8525 phone,0
33d4571d34185b8509f229a40aa33747,price is good too,1
3420ee4e69f90bd303de5fa6fe97e797,it was a waste of my money,0
34627a6ef4eb5265fb65c1f123771f2e,one of my favorite purchases ever,1
3573002c25b3748544fea1ab97c21fe9,not worth it,0
358c1d5bd2cdf87ec5930735a6ed93f2,if i take a picture the battery drops a bar and starts beeping letting me know its dieing,0
35944194c06fec09c938bfcb38bea428,ive had this for nearly 2 years and it has worked great for me,1
35bb0440a879180c2891a94d63faa3b1,a must study for anyone interested in the worst sins of industrial design,0
35f6f5b3d93106b58feb44b8f8629add,soyo technology sucks,0
36154b2f66334a78159884a960ce5a5c,motorola finally got the voice quality of a bluetooth headset right,1
3632c579efefa52d74ab45359884d246,worked perfectly,1
36395bb177bb90a0ddaf55a8511d9ae6,think it over when you plan to own this onethis sure is the last moto phone for me,0
363d2db265ad994dbdb110b2a71dacdb,new battery works great in phone,1
3643a62c29ad672c55aafa49cb822539,it works,1
3699736dfba582af4e6c51599d81b07a,stay away from the q,0
37218c98b39cf580ddfe96253be7bc9c,simple lightweight and great fit,1
37221c5e32a37a0a5ad8d10603f7b4aa,it seems completely secure both holding on to my belt and keeping the iphone inside,1
3795fd13d72b583042b76292e60fa0fb,this pda rocks,1
37ad47bc3c84a01b9b9e8b51d5862c82,i love my 350 headset my jabra350 bluetooth headset is great the reception is very good and the ear piece is a comfortable fit,1
37d67c3651030e9159bc2006a5973ebd,just does not work,0
37f1018af81e4d3a6a0ffcedb8cef59a,do not buy for d807wrongly advertised for d807,0
384d0fbc81310ebd3c8f7b1bc6ddb160,i was very pleased to see that i could replace my well travled swivel holster for my blackberry flip,1
38683bc8ae8fe09a53890fd9f67caa80,i have this phone and it is a thorn in my side i really abhor it,0
38fc8858f0dd2022aedaf7982a73a635,do not purchase this phone,0
39061ab575b27763c38971128db96554,we would recommend these to others,1
3960a9eb1eb778fcb5de72ec639e0726,i can barely ever hear on it and am constantly saying what,0
39611934bd57c2d20f8f8ce98cc7e557,overall i would recommend this phone over the new walkman,1
39be5c21bc91f814f7ed3590ae66f7aa,no buyers remorse on this one,0
39f7e8e4e55207e44ac0ee68bb6d5280,buttons are too small,0
3afae8a815165256ce4e190242c528f8,id like to return it,0
3b38563d402f035eb8c91dea936bf344,i found this product to be waaay too big,0
3b56d9e22ae82f8a6bc2ad90c0c915f2,good transmit audio,1
3b573d4a5c44f69f56bc649a89cd262c,definitely a bargain,1
3b8f154e2752c73e1d5dd33381bfbe4d,none of it works just dont buy it,0
3bb9ebee9b806e11588412579c697e18,the camera although rated at an impressive 13 megapixels renders images that fall well below expectations of such a relatively high resolution,0
3c4cb12283582fa66799d00ada332ee7,i love the look and feel of samsung flipphones,1
3cbc0c2bd7731770ceb6b05ea7ea3d9e,this is the first phone ive had that has been so cheaply made,0
3d13b5d1f9d8079b846ba58d4f5e5088,voice recognition is tremendous,1
3d83ba9107013871fb6c6dcf4a720245,while i managed to bend the leaf spring back in place the metal now has enough stress that it will break on the next drop,0
3e01369c1d9ba1ec822d7e89d11f0bac,also makes it easier to hold on to,1
3e2b5b710d5aab0091d3f07cb6ed842c,superb phone on a great network,1
3f0072d165c2c3317e38824c7d2eb909,exactly what i wanted,1
3f0a8cd42d277625648a931b7d7dc5df,i even fully charged it before i went to bed and turned off blue tooth and wifi and noticed that it only had 20  left in the morning,0
3f6f745c2c587b0bac25ce8a50101b34,i would have given no star if i was able,0
3feb9f35f9c7bc4308bb4dce49819926,i had verizon 2 years ago and really liked their service,1
3fefefd15fe99c9ad8a95c274693534f,my sanyo has survived dozens of drops on blacktop without ill effect,1
4064b8796923b415b937db1457ef081f,this phone is slim and light and the display is beautiful,1
406e124105171aadc77c3f992963add6,a disappointment,0
408577a5a4d4c155f5d11aa116fad621,disappointed with battery,0
40b54c7f8dba587cb35c7281efe02210,the sound is clear and the people i talk to on it are amazed at the quality too,1
41b87738f258dd6d26f06ab1127db4ea,im trying to return it for a refund,0
41c17dc3b6c737f50bb4ee6f911b68fc,so i bought about 10 of these and saved alot of money,1
422aa5e29a0a00d29a9550598ec230e6,how can that bethe audio quality is poor,0
4230ecded582201b1cb70c430e0cebbc,they have been around for years and carries the highest quality of antiglare screen protector that i have found to date,1
4279db465212a5383156b9c873fed325,unreliable  im giving up,0
42b63d0736fc0802bec68b354257ade7,easy to use,1
42bc26d6fb869d55b4ce42c55c216c43,great sound and service,1
437fdc6f4e7952dbee3950b99660ede7,excellent dualpurpose headset,1
43db1301931358084902a854a549ed78,worst customer service,0
43ea2456976497c9f271c2a98e82eac0,i am pairing this with my iphone and i could not be happier with it so far,1
441f3fabb6cc68d342c47ab1f2d7fef7,just what i wanted,1
447c47666876b13932161191c686c37c,my colleague  i now get great receptiona little expensive but performance is great,1
44ae337f7356e55d0d690b0fe079ce0b,great earpiece,1
44dd286da2d8231a7604c014e446d99d,the ngage is still lacking in earbuds,0
44f03d84ef91d6401af72ce04e8d038d,i really wanted the plantronics 510 to be the right one but it has too many issues for methe good,0
45677f4f06e515a0d618f76716d6385b,i have used several phone in two years but this one is the best,1
4684747f484a84532896df5612608365,obviously they have a terrible customer service so you get what you pay for,0
4685e504bd995d7270caad803923ea81,very unreliable service from tmobile ,0
46cd7d0bc8fbad5c460613d9d618db8b,great product fast shipping,1
46fb522d18c46f4a5b84563a2413106b,comfortable fit  you need your headset to be comfortable for at least an hour at a time if not for an entire day,1
474426679a75860d33d1db8353861ef8,magical help,1
474b3a621cfcd53f228e0b8f974719d1,dont make the same mistake i did,0
4758f07ce170dec23c37f8ca31c4f3eb,as an earlier review noted plug in this charger and nothing happens,0
48184385c4dcb95c4089a6de7cd49f44,uncomfortable in the ear dont use with lg vx9900 env,0
